Author,Betweenness Centrality
박태준,0.0
박태순,0.0
박창해,0.0
박은정,0.0
박윤규,0.0
박유하,0.0
박용찬,0.0
박영란,0.0
서연호,0.0
세광음악출판사 편집부,0.0
김소정,0.0
野口雨情,0.0
오인태,0.0
오영식,0.0
오세영,0.0
오성철,0.0
영신아카데미 한국학연구소,0.0
영남대학교 인문과학연구소,0.0
연남경,0.0
엄필진,0.0
어린이시교육연구회,0.0
양승희,0.0
양미희,0.0
안동대학교 안동문화연구소,0.0
小森陽一,0.0
津川泉,0.0
심후섭,0.0
愼憲縡,0.0
신지선,0.0
신용하,0.0
신기남,0.0
송찬호,0.0
송상용,0.0
송무,0.0
손정태,0.0
손소희,0.0
박신헌,0.0
박신,0.0
박명규,0.0
김인덕,0.0
김혜영,0.0
김팔봉,0.0
김태원,0.0
김춘배,0.0
김진태,0.0
김진영,0.0
김지형,0.0
김지녀,0.0
김준현,0.0
김종엽,0.0
김정란,0.0
김은철,0.0
박광규,0.0
김윤회,0.0
김유중,0.0
김원중,0.0
김욱영,0.0
김예니,0.0
김영화,0.0
김영일,0.0
김영,0.0
김연수,0.0
김애숙,0.0
김승환,0.0
김효정,0.0
나은진,0.0
남경태,0.0
남기택,0.0
박경종,0.0
민병덕,0.0
문흥술,0.0
문형렬,0.0
문성환,0.0
문선정,0.0
목일신,0.0
牧星,0.0
마상조,0.0
林房雄,0.0
李惠洙,0.0
李英美,0.0
리동수,0.0
류종영,0.0
류승구,0.0
류동규,0.0
廉暻燮,0.0
라영균,0.0
대구아동문학가협회,0.0
大高利夫,0.0
남춘미,0.0
남욱,0.0
南美英,0.0
류선열,0.0
李民騏,0.0
이정호,0.0
방연정,0.0
石原千秋,0.0
서정숙,0.0
西田伊作,0.0
서영채,0.0
서동만저작집간행위원회,0.0
上野瞭,0.0
山中恒,0.0
백창우,0.0
백남원,0.0
배도식,0.0
방희정,0.0
박희옥,0.0
손현주,0.0
박현주,0.0
박채란,0.0
박찬기,0.0
박정애,0.0
박재현,0.0
박은종,0.0
박연철,0.0
박민정,0.0
박두순,0.0
박기환,0.0
민족문학사연구소,0.0
成田龍一,0.0
안용희,0.0
문화예술위원회,0.0
윤진주,0.0
이승미,0.0
이순원,0.0
이수자,0.0
이민희,0.0
이미식,0.0
이문구,0.0
이만교,0.0
이돈희,0.0
이덕무,0.0
이대균,0.0
윤혜옥,0.0
윤영실,0.0
양승국,0.0
윤동주,0.0
윤동재,0.0
윤대석,0.0
유영소,0.0
유도순,0.0
유귀숙,0.0
오종환,0.0
오정애,0.0
오미경,0.0
연세대 근대한국학연구소,0.0
여태천,0.0
미학대계간행회,0.0
문학과 사회연구회,0.0
이승후,0.0
구자황,0.0
김남정,0.0
김근희,0.0
김광명,0.0
김경중,0.0
吉本隆明,0.0
今西祐行,0.0
권택영,0.0
권영상,0.0
권순철,0.0
국가인권위원회,0.0
臼井勝美　,0.0
구인서,0.0
김동원,0.0
구수경,0.0
공선옥,0.0
고성주,0.0
고문숙,0.0
강정애,0.0
강숙인,0.0
강봉규,0.0
강동진,0.0
강대석,0.0
강권용,0.0
Yves Reuter,0.0
김도남,0.0
김동인,0.0
문미옥,0.0
김해옥,0.0
명지대 인문과학연구소,0.0
류찬열,0.0
류종렬,0.0
루카치,0.0
로원호,0.0
藤田圭雄,0.0
노원호,0.0
김형성,0.0
김현철,0.0
김현주,0.0
김헌,0.0
김진숙,0.0
김상봉,0.0
김일광,0.0
김용성,0.0
김왕식,0.0
김영혜,0.0
김영학,0.0
金永順,0.0
김승혜,0.0
김수복,0.0
김송현,0.0
김송순,0.0
김세화,0.0
이승원,0.0
이연승,0.0
리민치,0.0
황정상,0.0
David Wiesner,0.0
Colin Radford,0.0
Chris Van Allsburg,0.0
Brenda Z. guiberson,0.0
Bernice E. Cullinan ,0.0
Babara Cooney,0.0
Anthony Browne,0.0
Ann Jefferson,0.0
稲田浩二,0.0
冨田博之,0.0
황창훈,0.0
황인덕,0.0
Ellen Winner,0.0
홍은표,0.0
현용준,0.0
현덕,0.0
한혜정,0.0
한옥근,0.0
한병호,0.0
한국인문과학원편집위원회,0.0
한국어린이문학교육학회,0.0
한국아동청소년문학학회,0.0
프린스,0.0
표정옥,0.0
Elizabeth Wright,0.0
Evelyn B. Freeman,0.0
坪田譲治,0.0
Murray Bookchin,0.0
Wolfgang Iser,0.0
William James,0.0
Wiliam Steig,0.0
Wilhelm Dilthey,0.0
Vivian Paley,0.0
Susanne Langer,0.0
Robert Cormier,0.0
René Descartes,0.0
R. G. Collingwood,0.0
Pierre Macherey,0.0
Philip Zeltner,0.0
Max Müller,0.0
Gary Morson,0.0
Louis Althusser,0.0
Leo Lionni,0.0
Laurence Anholt,0.0
Kathy Pike,0.0
Josh Cohen,0.0
Johannes Amos Comenius,0.0
Jerome Stolnitz,0.0
Immanuel Kant,0.0
Herbert Read,0.0
Herbert Marcuse,0.0
Hans-Heino Ewers,0.0
표언복,0.0
최현섭,0.0
이영호,0.0
임영심,0.0
槇本楠郎,0.0
전병호,0.0
전동희,0.0
전덕성,0.0
赤松智城,0.0
장영란,0.0
장양수,0.0
長谷川潮,0.0
장경혜,0.0
임희종,0.0
임일환,0.0
임수선,0.0
정경훈,0.0
임성실,0.0
임석재,0.0
이희환,0.0
이화여자대학교 통일학연구원,0.0
이홍우,0.0
이혜은,0.0
이형진,0.0
이진아,0.0
이준연,0.0
이종근,0.0
이인경,0.0
전영택,0.0
정룡진,0.0
최지현,0.0
佐藤さとる,0.0
최준호,0.0
최이숙,0.0
최요안,0.0
최영주,0.0
초록인,0.0
차은정,0.0
진은진,0.0
진성희,0.0
진성기,0.0
주평,0.0
주요섭,0.0
조항미,0.0
정순철,0.0
조철호,0.0
조은이,0.0
鳥越信,0.0
조선아동문화협회,0.0
조동희,0.0
조대경,0.0
조규태,0.0
정홍교,0.0
정혜영,0.0
정정순,0.0
정재민,0.0
Waldemar Bonsels,0.0
Viktor Frankl,0.0
Ursula Wölfel,0.0
유은경,0.0
윤태림,0.0
윤진아,0.0
윤인진,0.0
윤영휘,0.0
윤수종,0.0
윤수정,0.0
윤사순,0.0
윤구병,0.0
유희윤,0.0
유한우,0.0
유창근,0.0
유애로,0.0
이도흠,0.0
유문무,0.0
유근조,0.0
유강희,0.0
우채영,0.0
용미주,0.0
오창은,0.0
오인환,0.0
연필시동인동시집,0.0
엄기원,0.0
양소리나,0.0
앙현혜,0.0
이계삼,0.0
이명현,0.0
아세아문제연구소,0.0
이중연,0.0
임도한,0.0
임경화,0.0
日本兒童文學會,0.0
이효성,0.0
이화우,0.0
이혜리,0.0
이혜란,0.0
이형구,0.0
이해조,0.0
이춘희,0.0
이지선,0.0
이재만,0.0
이미림,0.0
이용일,0.0
이옥순,0.0
이옥금,0.0
이영경,0.0
이억배,0.0
이어령,0.0
이성주,0.0
이성동,0.0
이상우,0.0
이상로,0.0
이상교,0.0
안성길,0.0
심우엽,0.0
Ursula Wolfel,0.0
박병학,0.0
박혁,0.0
박태원,0.0
박철희,0.0
박진우,0.0
박정진,0.0
박재연,0.0
박은경,0.0
박영학,0.0
박영준,0.0
박영순,0.0
박수경,0.0
박방희,0.0
박혜숙,0.0
박미옥,0.0
박경환,0.0
박경용,0.0
박경미,0.0
박민,0.0
민현숙,0.0
민시내,0.0
문화체육관광부,0.0
문학과문학교육연구소,0.0
문삼석,0.0
리수충,0.0
박현채,0.0
방원조,0.0
신형건,0.0
서현주,0.0
신설령,0.0
신새별,0.0
신덕룡,0.0
신고송,0.0
신경림,0.0
송희복,0.0
송현호,0.0
송마리,0.0
松居直,0.0
손동연,0.0
소파,0.0
서정홍,0.0
배개화,0.0
서정임,0.0
서정기,0.0
서성철,0.0
서범석,0.0
서동만,0.0
서덕출,0.0
澁澤靑花,0.0
砂田弘,0.0
북극성,0.0
백은주,0.0
백영현,0.0
임동혁,0.0
임춘식,0.0
장경렬,0.0
C. S. Lewis,0.0
Gerhard Haas,0.0
Gayatri Spivak,0.0
Fritjof Capra,0.0
Franz Alt,0.0
Frantz Fanon,0.0
Frank Kemode,0.0
Elwyn Brooks White,0.0
Damian Grant,0.0
Colin Davis,0.0
Christine Nostlinger,0.0
Christiane Caemmerer,0.0
Aristotle,0.0
Gregory Bateson,0.0
Anna Kruger,0.0
Amin Maalouf,0.0
Alison Sharrock,0.0
휘문의숙 편집부,0.0
橫須賀薰,0.0
황베드로,0.0
황명희,0.0
황경아,0.0
황경숙,0.0
홍태한,0.0
홍종열,0.0
Gina Weinkauff,0.0
Gudrun Pausewang,0.0
장미례,0.0
Petra u Buker,0.0
Tim Bowler,0.0
Terry Eagleton,0.0
Terence Hawkes,0.0
Stephan Kohl,0.0
Robyn McCallum,0.0
Rey Chow,0.0
Renate von Welsh,0.0
Radhika Menon,0.0
Rachel Falconer,0.0
Prithof Kapra,0.0
Plato,0.0
Peter Hartling,0.0
Hans Georg Noack,0.0
Peter Childs,0.0
Paul Maar,0.0
Natalie Babbitt,0.0
Lưu Thị Sinh,0.0
Lillian Smith,0.0
Irina Korschunow,0.0
Katrien Vloeberghs,0.0
Jeffrey Long,0.0
Helma van Lierop-Debrauwer,0.0
Helene Schar,0.0
Helena Norberg Hodge,0.0
홍이섭,0.0
홍양자,0.0
홍문표,0.0
정상숙,0.0
제6회푸른문학상동시집,0.0
제27회푸른문학상동시집,0.0
정해창,0.0
정재걸,0.0
정은경,0.0
정원석,0.0
정용,0.0
정영진,0.0
정여울,0.0
정승각,0.0
정순국,0.0
정두리,0.0
허난희,0.0
정기철,0.0
정근,0.0
전영준,0.0
전대석,0.0
전규태,0.0
장회익,0.0
장춘식,0.0
장정렬,0.0
장옥관,0.0
장상덕,0.0
장미영,0.0
제해만,0.0
조두섭,0.0
조룡호,0.0
조선총독부,0.0
한태원,0.0
한영란,0.0
한명희,0.0
한국아동문학회,0.0
학부,0.0
편해문,0.0
최춘해,0.0
최종득,0.0
최영환,0.0
최수경,0.0
최명란,0.0
최규홍,0.0
최경숙,0.0
최강민,0.0
초록손가락 동인 동시집,0.0
초당글방,0.0
천영주,0.0
차옥숭,0.0
中川李枝子,0.0
朱自强,0.0
주명자,0.0
조희정,0.0
조성일,0.0
천푸칭,0.0
천병희,0.0
채찬석,0.0
이화100년사 편찬위원회,0.0
장수철,0.0
장석흥,0.0
장미,0.0
長崎源之助,0.0
임정자,0.0
임영태,0.0
임선영,0.0
임삼조,0.0
임규정,0.0
日本兒童文學學會,0.0
인문콘텐츠학회,0.0
이혜원,0.0
전봉호,0.0
이혜선,0.0
이혜령,0.0
이현승,0.0
이태희,0.0
이태호,0.0
이태주,0.0
이충렬,0.0
이창식,0.0
이지유,0.0
이지,0.0
이중한,0.0
전도현,0.0
전선하,0.0
이정구,0.0
中埜肇,0.0
최영진,0.0
최양숙,0.0
최신한,0.0
최승은,0.0
최숙기,0.0
최두석,0.0
최덕규,0.0
최린,0.0
진창영,0.0
진순애,0.0
지헌모,0.0
좌혜경,0.0
전성희,0.0
조진기,0.0
조지훈,0.0
조선하,0.0
조선문학가동맹중앙집행위원회서기국,0.0
조선동요연구협회,0.0
조동길,0.0
조극훈,0.0
정한룡,0.0
정재환,0.0
정경호,0.0
前田晁,0.0
이종주,0.0
이재윤,0.0
최인학,0.0
심훈,0.0
여지숙,0.0
어린이도서연구회,0.0
양영길,0.0
양석원,0.0
안효정,0.0
안함광,0.0
안치운,0.0
안오일,0.0
안승덕,0.0
안상희,0.0
안기성,0.0
심향분,0.0
오윤현,0.0
심재기,0.0
심성보,0.0
심선옥,0.0
심경석,0.0
신장철,0.0
신일순,0.0
신범순,0.0
신기훈,0.0
申孤松,0.0
松村武雄,0.0
송진영,0.0
옌리에산,0.0
우용제,0.0
이임숙,0.0
이근화,0.0
이은희,0.0
이은정,0.0
이원수 탄생 백주년 기념논문집 준비위원회,0.0
이영림,0.0
이순영,0.0
이상숙,0.0
이봉지,0.0
이보람,0.0
이명랑,0.0
이두영,0.0
이돈화,0.0
이건제,0.0
우종영,0.0
이강은,0.0
윤향기,0.0
윤재인,0.0
윤송아,0.0
윤선자,0.0
유재천,0.0
유승준,0.0
유순희,0.0
유석호,0.0
유명종,0.0
유광호,0.0
최용석,0.0
최장집,0.0
채영숙,0.0
계몽사,0.0
宮崎駿,0.0
구재진,0.0
九峰學人,0.0
九峰山人,0.0
광주언론인동우회,0.0
곽학송,0.0
곽근,0.0
고정일,0.0
고미숙,0.0
고문수,0.0
고려대 아세아문제연구소 편집부,0.0
강창옥,0.0
권영경,0.0
강은주,0.0
강명숙,0.0
角野栄子,0.0
Vladimir Lenin,0.0
Theodor Adorno,0.0
Taffy Raphael,0.0
Susan Buck-Morss,0.0
Stephen LaBerge,0.0
Robert Wubboding,0.0
Rita Felski,0.0
Rebecca Rogers,0.0
권석우,0.0
권혁희,0.0
Raymond Williams,0.0
김부식,0.0
김정아,0.0
김재영,0.0
김재수,0.0
김재국,0.0
김응교,0.0
김용식,0.0
김영아,0.0
김연숙,0.0
김억,0.0
김성환,0.0
김부연,0.0
김민하,0.0
권효,0.0
김명준,0.0
김명석,0.0
김말성,0.0
김녹촌,0.0
김나현,0.0
김경주,0.0
김경자,0.0
김경,0.0
기자,0.0
금성출판사,0.0
금기숙,0.0
Rebecca Bergese,0.0
Paulo Freire,0.0
최진석,0.0
한예찬,0.0
환경운동연합,0.0
홍진환,0.0
홍원표,0.0
홍문종,0.0
Helen Recorvits,0.0
허영석,0.0
허병식,0.0
함종호,0.0
함석헌,0.0
한혜영,0.0
한정호,0.0
한영현,0.0
황현희,0.0
한영미,0.0
한승옥,0.0
한병철,0.0
한국콘텐츠진흥원,0.0
河合準雄,0.0
하은애,0.0
하상일,0.0
편집실,0.0
Toni Myers,0.0
최호영,0.0
최혜경,0.0
丸田一,0.0
Alan Alexander Milne,0.0
Mitzi Lewison,0.0
Georg Lukacs,0.0
Meredith Labadie,0.0
Maurice Merleau-Ponty,0.0
Martin Nystrand,0.0
Margot Sunderland,0.0
Madan Sarup,0.0
Louis Savary,0.0
LG상남언론재단,0.0
Kathy Short,0.0
Joseph Schwarcz,0.0
John A. Sanford,0.0
Hannah Arendt,0.0
Franz Karl Stanzel,0.0
Andrea Rock,0.0
Francisco Varela,0.0
Elisabeth Kübler-Ross,0.0
Douglas Muecke,0.0
David R. Shaffer,0.0
David Buckingham,0.0
David Bloome,0.0
Cynthia Tyson,0.0
Christine Leland,0.0
C. A. Walker,0.0
Bernhard H. F. Taureck,0.0
Anika Lemaire,0.0
Wolfgang Welsch,0.0
송유경,0.0
송기섭,0.0
황동규,0.0
Carl Bereiter,0.0
Anthony D. Smith,0.0
Andre Schmid,0.0
Alina Reznitskaya,0.0
Alice Morgan,0.0
Ailing Kong,0.0
A. J. Greimas,0.0
황희정,0.0
황패강,0.0
황순원문학관 황순원문학연구센터,0.0
황순원,0.0
洪曉民,0.0
Carol Lyncm-Brown,0.0
홍래성,0.0
홍국기,0.0
洪九,0.0
허재영,0.0
허원구,0.0
허금주,0.0
한충,0.0
한용완,0.0
한승연,0.0
한민주,0.0
한국문화연구소,0.0
Carol Lynch-Brown,0.0
Cho Mooseuck,0.0
최효섭,0.0
Lev Vygotsky,0.0
Rosemary Jackson,0.0
Roger Chartier,0.0
Robert Holub,0.0
Richard Anderson,0.0
Rebecca. J. Lukens,0.0
Randolph Caldecott,0.0
Noëlle McAfee ,0.0
Moissej Kagan,0.0
Michael Polanyi,0.0
Michael Graves,0.0
Max Lüthi,0.0
Leon Golden,0.0
David Elkind,0.0
Lang Andrew,0.0
K·S生,0.0
Julia Kristeva,0.0
Judith Hillman,0.0
James Gavelek,0.0
James Flood,0.0
J. R. R. Tolkien,0.0
J. A. Comenius,0.0
Heather Montgomery,0.0
Gerald Prince,0.0
David Herman,0.0
탐손,0.0
최혜림,0.0
손증상,0.0
장영애,0.0
정소영,0.0
정끝별,0.0
정갑임,0.0
전희은,0.0
전소영,0.0
錢理群,0.0
子どもの本ㆍ翻譯の步み硏究會 ,0.0
장혜영,0.0
장하경,0.0
장윤수,0.0
장유정,0.0
張永健,0.0
정연지,0.0
장세룡,0.0
장석남,0.0
임홍은,0.0
임헌영,0.0
임정희,0.0
일연,0.0
一,0.0
이훈,0.0
이혜영,0.0
이주형,0.0
이종태,0.0
鄭殉情,0.0
정열모,0.0
최종일,0.0
조호상,0.0
최윤선,0.0
崔泳柱,0.0
崔尙巖,0.0
최동희,0.0
최돈일,0.0
천이두,0.0
차경수,0.0
진형준,0.0
陳瑩,0.0
朱耀翰,0.0
朱明子,0.0
조주연,0.0
정운철,0.0
조상원,0.0
趙碧巖,0.0
조대인,0.0
조관희,0.0
정희정,0.0
정희영,0.0
정창범,0.0
鄭振鐸,0.0
정진섭,0.0
정유리,0.0
정원주,0.0
Scott McCloud,0.0
Shlomith Rimmon-Kenan,0.0
Thomas Bulfinch,0.0
동국대한국문화연구소,0.0
박성호,0.0
박성철,0.0
박미령,0.0
박문재,0.0
박대헌,0.0
민족문제연구소,0.0
木谷勝,0.0
맹정현,0.0
李姃炫,0.0
리방세,0.0
류해숙,0.0
大韓出版文化協會,0.0
박시내,0.0
大阪國際兒童文學館,0.0
달토끼,0.0
高橋哲哉,0.0
노중기,0.0
남송우,0.0
남북문학예술연구회,0.0
나희덕,0.0
나윤경,0.0
김희정,0.0
김혜순,0.0
김형중,0.0
박세길,0.0
박영종,0.0
Tobias Hübinette,0.0
Werner Holzwarth,0.0
손연자,0.0
손수연,0.0
소천아동문학상 운영위원회,0.0
Seth Lerer,0.0
世界童話大系刊行會,0.0
선자은,0.0
서지원,0.0
서중석,0.0
서석규,0.0
서명석,0.0
변학수,0.0
백혜리,0.0
박은몽,0.0
백석,0.0
백민정,0.0
白根治夫,0.0
배상률,0.0
배대화,0.0
박헌영,0.0
박찬승,0.0
박지리,0.0
박정자,0.0
박일환,0.0
박인철,0.0
김형목,0.0
김현실,0.0
김헌선,0.0
高橋亨,0.0
권혁웅,0.0
권정우,0.0
권이은,0.0
권용선,0.0
구본호,0.0
구병모,0.0
곽영직,0.0
곽봉재,0.0
高亨鎭,0.0
고은,0.0
고봉전,0.0
경상북도문인협회,0.0
김학렬,0.0
경북대학교 대형과제연구단,0.0
강정화,0.0
강영심,0.0
강신명,0.0
강상중,0.0
강명희,0.0
Y낭애비,0.0
XYZ,0.0
Walt Whitman,0.0
V. Glasgow Koste,0.0
Tony Myers,0.0
권혜정,0.0
김덕균,0.0
김동욱,0.0
김득중,0.0
김태철,0.0
김춘근,0.0
김진기,0.0
김지화,0.0
김정원,0.0
김재홍,0.0
김은전,0.0
김윤희,0.0
김웅권,0.0
김용란,0.0
김영철,0.0
김영래,0.0
김영구,0.0
김성화,0.0
김성곤,0.0
김선호,0.0
김석득,0.0
김상현,0.0
김병로,0.0
김민정,0.0
김미희,0.0
김문주,0.0
김명호,0.0
김정희,0.0
김태영,0.0
김호경,0.0
方卫平,0.0
서성은,0.0
서강여성문학회,0.0
북한문화기술연구소,0.0
부길만,0.0
보린,0.0
보건사회부,0.0
변영계,0.0
변경이,0.0
百田宗治,0.0
백대윤,0.0
배진섭,0.0
방철림,0.0
서정자,0.0
박헌호,0.0
박진임,0.0
박지희,0.0
박종원,0.0
박정희,0.0
박정원,0.0
박유미,0.0
박용철,0.0
박완서,0.0
박영호,0.0
박영택,0.0
서은주,0.0
서정주,0.0
박성연,0.0
악용,0.0
오민정,0.0
연세대학교 근대한국학연구소,0.0
역사문제연구소 문학사연구모임,0.0
양혜정,0.0
양영자,0.0
안현진,0.0
안진수,0.0
안지혜,0.0
안순혜,0.0
안선모,0.0
안막,0.0
신효숙,0.0
西條八十,0.0
신혜정,0.0
신기철,0.0
신계휴,0.0
송창일,0.0
송명호,0.0
손홍규,0.0
손준형,0.0
소천 아동문학상 운영위원회,0.0
서준섭,0.0
서주덕,0.0
서종남,0.0
박세영 외,0.0
박붕배,0.0
김세서리아,0.0
김일성,0.0
김태정,0.0
김태근,0.0
김치수,0.0
김지현,0.0
김중하,0.0
김주리,0.0
김종수,0.0
김종방,0.0
김정흠,0.0
김정수,0.0
김재환,0.0
김인순,0.0
김형국,0.0
김은경,0.0
김용호,0.0
김용권,0.0
김옥애,0.0
김영자,0.0
김영옥,0.0
김영민,0.0
김아람,0.0
김신정,0.0
김시철,0.0
김숙자,0.0
김학선,0.0
김혜온,0.0
박민호,0.0
모경환,0.0
박명숙,0.0
박동숙,0.0
박덕필,0.0
박나래,0.0
박근형,0.0
박관희,0.0
민태원,0.0
민진영,0.0
민중서관,0.0
민영기,0.0
문병찬,0.0
Karl Mannheim,0.0
김효중,0.0
Mark Rowlands,0.0
마츠모토 쿠스루,0.0
李符永,0.0
李明雨,0.0
류철균,0.0
"러시아, 유라시아연구사업단",0.0
대중문학연구회 편,0.0
단국대학교 몽골연구소,0.0
노경실,0.0
남인우,0.0
김희태,0.0
오세웅,0.0
오욱환,0.0
오유석,0.0
재단법인 국립극단 어린이청소년극연구소,0.0
정명자,0.0
정내필,0.0
정규웅,0.0
전흥남,0.0
전양숙,0.0
전송배,0.0
전선영,0.0
전명혁,0.0
전명원,0.0
전경란,0.0
전갑생,0.0
장형준,0.0
정미지,0.0
장현희,0.0
장진길,0.0
장일구,0.0
장성수,0.0
장성남,0.0
장규식,0.0
임진영,0.0
임종기,0.0
임정진,0.0
임자영,0.0
임영상,0.0
정명중,0.0
정용원,0.0
오현주,0.0
조진구,0.0
채영란,0.0
채세미,0.0
채만식,0.0
창신공립국민학교 음악부,0.0
차보금,0.0
차배근,0.0
차능균,0.0
차금안,0.0
진현,0.0
주원규,0.0
주요한,0.0
조종현,0.0
정정호,0.0
조정래,0.0
조영복,0.0
조성환,0.0
조명아,0.0
조명렬,0.0
조리리,0.0
조규익,0.0
조경희,0.0
정학성,0.0
정출헌,0.0
정진아,0.0
임선애,0.0
임기연,0.0
인권환,0.0
윤승준,0.0
이동하,0.0
이길연,0.0
이기훈,0.0
이구조,0.0
이구열,0.0
이광수,0.0
이경우,0.0
이경돈,0.0
윤주필,0.0
윤정헌,0.0
윤시향,0.0
윤수천,0.0
이희승,0.0
윤병로,0.0
윤경수,0.0
유효진,0.0
유임하,0.0
유원수,0.0
유선모,0.0
유경화,0.0
우찬제,0.0
우영미,0.0
우미영,0.0
姚辛,0.0
이래수,0.0
이명애,0.0
이명천,0.0
이상갑,0.0
이희복,0.0
이혜미,0.0
이현옥,0.0
이필영,0.0
이진하,0.0
이주라,0.0
이종희,0.0
이종수,0.0
이종묵,0.0
이정옥,0.0
이정미,0.0
이재홍,0.0
이재승,0.0
이재경,0.0
이용조,0.0
이용욱,0.0
이용기,0.0
이영수,0.0
이영선,0.0
이연숙,0.0
이연선,0.0
이선해,0.0
이상락,0.0
김수영,0.0
김성수,0.0
김홍중,0.0
유석환,0.0
이병기,0.0
이동규,0.0
이나영,0.0
이경원,0.0
이경덕,0.0
이퐁,0.0
응진출판사,0.0
을유문화사 편집부,0.0
윤현민,0.0
윤주은,0.0
유영현,0.0
유봉조,0.0
이상각,0.0
유백로,0.0
웅진출판사,0.0
우현옥,0.0
牛耳洞人,0.0
오진곤,0.0
오세은,0.0
영인,0.0
염무웅,0.0
어린이 예술단 아름나라,0.0
양우정,0.0
안인희,0.0
이봉희,0.0
이상옥,0.0
안경식,0.0
임갑대,0.0
전우현,0.0
槇本楠郎 ,0.0
전명옥,0.0
畑島喜久生,0.0
전남문학백년사업추진위원회,0.0
장효선,0.0
장선명,0.0
임태훈,0.0
임채욱,0.0
임재해,0.0
임상석,0.0
이효인,0.0
이석현,0.0
이활용,0.0
이혜숙,0.0
이태실,0.0
이종국,0.0
이정숙,0.0
이정민,0.0
이응호,0.0
이은경,0.0
이원수탄생 백주년 기념논문집 준비위원회,0.0
이연진,0.0
이승득,0.0
안덕근,0.0
아동문학평론사,0.0
김성룡,0.0
문학과비평연구회,0.0
박영석,0.0
박선주,0.0
박문희,0.0
박노자,0.0
박길수,0.0
박기범,0.0
박경혜,0.0
박건웅,0.0
민병휘,0.0
弥吉菅一,0.0
문학교육연구회,0.0
문소정,0.0
박용규,0.0
문상영,0.0
마산시사편찬위원회,0.0
李正錫,0.0
류시현,0.0
頭流山人,0.0
대종교총본사,0.0
대종교종경종사편수위원회,0.0
대구아동문학회,0.0
노근리사건조사반,0.0
南鎭源,0.0
남석종,0.0
박영희,0.0
박의식,0.0
신영철,0.0
서울대학교 교육연구소,0.0
신문희,0.0
승효탄,0.0
송영옥,0.0
송명진,0.0
손춘익,0.0
손동호,0.0
성주현,0.0
성요한,0.0
성례아,0.0
서철원,0.0
서유리,0.0
새벗사,0.0
박종성,0.0
새교육연구회,0.0
三輪環,0.0
사계이재철선생화갑기념논총간행위원회,0.0
濱江漁夫,0.0
보성80년사편찬위원회,0.0
변은진,0.0
방운용,0.0
방선주,0.0
박형철,0.0
박형익,0.0
박채형,0.0
全元範,0.0
전진성,0.0
切通理作,0.0
Pennebaker,0.0
강신주,0.0
강승한,0.0
강병재,0.0
강민성,0.0
(사)국제아동청소년연극협회 한국본부(ASSITEJ KOREA),0.0
Wolfgang Gast,0.0
W. K. C. Guthrie,0.0
Ted Hughes,0.0
Suzanna Walters,0.0
Roland Bourneuf,0.0
Robert Young,0.0
Mazza Nicholas,0.0
강은해,0.0
Mark Twain,0.0
Marjorie Allen,0.0
Lev Tolstoy,0.0
Keith Jenkkins,0.0
Kathleen Adams,0.0
Jules Michelet,0.0
John Bradshaw,0.0
Jean Jacques Rousseau,0.0
Helen McCarthy,0.0
Harvey Kaye,0.0
George Bluestone,0.0
강용흘,0.0
강태근,0.0
정용서,0.0
권완도,0.0
김복기,0.0
김문규,0.0
김란주,0.0
김동흥,0.0
김동윤,0.0
김기복,0.0
김기국,0.0
김교봉,0.0
길태숙,0.0
권형진,0.0
권타오,0.0
권오현,0.0
강현조,0.0
권명아,0.0
군정청학무국,0.0
군정청 문교부,0.0
구은영,0.0
곽상만,0.0
고현욱,0.0
고지운,0.0
고장환,0.0
경희대 한국아동문학연구회,0.0
강훈,0.0
강호제,0.0
Francoise Dolto,0.0
Emile Staiger,0.0
Douglas Robinson,0.0
조의현,0.0
최성윤,0.0
최성민,0.0
최상훈,0.0
崔起榮,0.0
최경봉,0.0
哲焰,0.0
채연숙,0.0
창작과비평사,0.0
차미숙,0.0
조희관,0.0
조준희,0.0
조선푸로레타리아예술동맹,0.0
Charles M. Taylor,0.0
조선일보사 출판부,0.0
조미숙,0.0
조미라,0.0
조동화,0.0
정한숙,0.0
정태병,0.0
정진성,0.0
정종현,0.0
정종,0.0
정재찬,0.0
정은용,0.0
최수일,0.0
최영택,0.0
최영희,0.0
최인자,0.0
황의웅,0.0
황선길,0.0
홍은성,0.0
홍순애,0.0
홍덕선,0.0
현대문학사,0.0
허만욱,0.0
허광세,0.0
할머니 그림전 실행위원회,0.0
한혜인,0.0
한지수,0.0
한원영,0.0
한수산,0.0
한글학회,0.0
한국지역문학인협회,0.0
한국아동문학가협회,0.0
한국아동문학가 협회,0.0
한국교원대학교·서울교육대학교 국정도서국어편찬위원회,0.0
하제운,0.0
편집부 편,0.0
편집국,0.0
최혜실,0.0
최청곡,0.0
강경연,0.0
